1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
343, icy, minecraft:snowy_mountains, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
344, icy, minecraft:snowy_mountains, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
345, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
346, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
347, icy, minecraft:snowy_mountains, MONSTER, minecraft:stray, 80, 4, 4
348, icy, minecraft:snowy_mountains, MONSTER, eidolon:wraith, 80, 1, 2
349, icy, minecraft:snowy_mountains, MONSTER, eidolon:zombie_brute, 20, 1, 2
350, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_lich, 5, 1, 1
351, icy, minecraft:snowy_mountains, MONSTER, iceandfire:troll, 5, 1, 3
352, icy, minecraft:snowy_mountains, MONSTER, druidcraft:dreadfish, 40, 1, 3
353, icy, minecraft:snowy_mountains, MONSTER, quark:stoneling, 80, 1, 1
354, icy, minecraft:snowy_mountains, MONSTER, quark:toretoise, 80, 1, 1
355, icy, minecraft:snowy_mountains, MONSTER, savageandravage:iceologer, 8, 1, 1
356, icy, minecraft:snowy_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
357, icy, minecraft:snowy_mountains, CREATURE, minecraft:polar_bear, 5, 1, 2
358, icy, minecraft:snowy_mountains, CREATURE, snowpig:snow_pig, 20, 1, 4
359, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
360, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
361, icy, minecraft:snowy_mountains, CREATURE, minecraft:polar_bear, 5, 1, 2
362, icy, minecraft:snowy_mountains, CREATURE, snowpig:snow_pig, 10, 4, 4
363, icy, minecraft:snowy_mountains, CREATURE, druidcraft:lunar_moth, 5, 2, 5
364, icy, minecraft:snowy_mountains, CREATURE, frozenup:chilloo, 5, 2, 3
365, icy, minecraft:snowy_mountains, AMBIENT, minecraft:bat, 10, 8, 8
366, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
367, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
368, mushroom, minecraft:mushroom_fields, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
369, mushroom, minecraft:mushroom_fields, MONSTER, minecraft:stray, 80, 4, 4
370, mushroom, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
371, mushroom, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 1, 1
372, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
373, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:polar_bear, 5, 1, 2
374, mushroom, minecraft:mushroom_fields, CREATURE, snowpig:snow_pig, 10, 4, 4
375, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
376, mushroom, minecraft:mushroom_field_shore, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
377, mushroom, minecraft:mushroom_field_shore, MONSTER, minecraft:stray, 80, 4, 4
378, mushroom, minecraft:mushroom_field_shore, MONSTER, quark:stoneling, 80, 1, 1
379, mushroom, minecraft:mushroom_field_shore, MONSTER, quark:toretoise, 80, 1, 1
380, mushroom, minecraft:mushroom_field_shore, CREATURE, minecraft:mooshroom, 8, 4, 8
381, mushroom, minecraft:mushroom_field_shore, CREATURE, minecraft:polar_bear, 5, 1, 2
382, mushroom, minecraft:mushroom_field_shore, CREATURE, snowpig:snow_pig, 10, 4, 4
383, mushroom, minecraft:mushroom_field_shore, AMBIENT, minecraft:bat, 10, 8, 8
384, mushroom, minecraft:mushroom_field_shore, WATER_AMBIENT, alexsmobs:lobster, 7, 3, 5
385, mushroom, minecraft:mushroom_field_shore, WATER_AMBIENT, alexsmobs:lobster, 7, 3, 5
386, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
387, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
388, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
389, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
390, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
391, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
392, beach, minecraft:beach, MONSTER, minecraft:enderman, 10, 1, 4
393, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
394, beach, minecraft:beach, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
395, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head, 8, 1, 1
396, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head, 8, 1, 1
397, beach, minecraft:beach, MONSTER, minecraft:stray, 80, 4, 4
398, beach, minecraft:beach, MONSTER, eidolon:wraith, 80, 1, 2
399, beach, minecraft:beach, MONSTER, eidolon:zombie_brute, 20, 1, 2
400, beach, minecraft:beach, MONSTER, quark:stoneling, 80, 1, 1
401, beach, minecraft:beach, MONSTER, quark:toretoise, 80, 1, 1
402, beach, minecraft:beach, CREATURE, minecraft:turtle, 5, 2, 5
403, beach, minecraft:beach, CREATURE, minecraft:polar_bear, 5, 1, 2
404, beach, minecraft:beach, CREATURE, snowpig:snow_pig, 10, 4, 4
405, beach, minecraft:beach, CREATURE, quark:crab, 5, 1, 3
406, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
407, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach, 5, 5, 5
408, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach, 5, 5, 5
409, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 7, 3, 5
410, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 7, 3, 5
411, desert, minecraft:desert_hills, MONSTER, minecraft:spider, 80, 4, 4
412, desert, minecraft:desert_hills, MONSTER, minecraft:zombie, 19, 4, 4
413, desert, minecraft:desert_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
414, desert, minecraft:desert_hills, MONSTER, minecraft:skeleton, 80, 4, 4
415, desert, minecraft:desert_hills, MONSTER, minecraft:creeper, 80, 4, 4
416, desert, minecraft:desert_hills, MONSTER, minecraft:slime, 80, 4, 4
417, desert, minecraft:desert_hills, MONSTER, minecraft:enderman, 10, 1, 4
418, desert, minecraft:desert_hills, MONSTER, minecraft:witch, 5, 1, 1
419, desert, minecraft:desert_hills, MONSTER, minecraft:husk, 80, 4, 4
420, desert, minecraft:desert_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
421, desert, minecraft:desert_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
422, desert, minecraft:desert_hills, MONSTER, alexsmobs:guster, 35, 1, 2
423, desert, minecraft:desert_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
424, desert, minecraft:desert_hills, MONSTER, alexsmobs:guster, 35, 1, 2
425, desert, minecraft:desert_hills, MONSTER, minecraft:stray, 80, 4, 4
426, desert, minecraft:desert_hills, MONSTER, eidolon:wraith, 80, 1, 2
427, desert, minecraft:desert_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
428, desert, minecraft:desert_hills, MONSTER, quark:stoneling, 80, 1, 1
429, desert, minecraft:desert_hills, MONSTER, quark:toretoise, 80, 1, 1
430, desert, minecraft:desert_hills, CREATURE, minecraft:rabbit, 5, 2, 3
431, desert, minecraft:desert_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
432, desert, minecraft:desert_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
433, desert, minecraft:desert_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
434, desert, minecraft:desert_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
435, desert, minecraft:desert_hills, AMBIENT, minecraft:bat, 10, 8, 8
436, desert, minecraft:desert_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
437, desert, minecraft:desert_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
438, forest, minecraft:wooded_hills, MONSTER, minecraft:spider, 80, 4, 4
439, forest, minecraft:wooded_hills, MONSTER, minecraft:zombie, 80, 4, 4
440, forest, minecraft:wooded_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
441, forest, minecraft:wooded_hills, MONSTER, minecraft:skeleton, 80, 4, 4
442, forest, minecraft:wooded_hills, MONSTER, minecraft:creeper, 80, 4, 4
443, forest, minecraft:wooded_hills, MONSTER, minecraft:slime, 80, 4, 4
444, forest, minecraft:wooded_hills, MONSTER, minecraft:enderman, 10, 1, 4
445, forest, minecraft:wooded_hills, MONSTER, minecraft:witch, 5, 1, 1
446, forest, minecraft:wooded_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
447, forest, minecraft:wooded_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
448, forest, minecraft:wooded_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
449, forest, minecraft:wooded_hills, MONSTER, minecraft:stray, 80, 4, 4
450, forest, minecraft:wooded_hills, MONSTER, eidolon:wraith, 80, 1, 2
451, forest, minecraft:wooded_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
452, forest, minecraft:wooded_hills, MONSTER, iceandfire:troll, 5, 1, 3
453, forest, minecraft:wooded_hills, MONSTER, druidcraft:beetle, 10, 1, 2
454, forest, minecraft:wooded_hills, MONSTER, direbats:direbat, 80, 1, 4
455, forest, minecraft:wooded_hills, MONSTER, quark:stoneling, 80, 1, 1
456, forest, minecraft:wooded_hills, MONSTER, quark:toretoise, 80, 1, 1
457, forest, minecraft:wooded_hills, CREATURE, minecraft:sheep, 12, 4, 4
458, forest, minecraft:wooded_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
459, forest, minecraft:wooded_hills, CREATURE, minecraft:chicken, 10, 4, 4
460, forest, minecraft:wooded_hills, CREATURE, minecraft:cow, 8, 4, 4
461, forest, minecraft:wooded_hills, CREATURE, minecraft:wolf, 5, 4, 4
462, forest, minecraft:wooded_hills, CREATURE, frozenup:chilloo, 5, 2, 3
463, forest, minecraft:wooded_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
464, forest, minecraft:wooded_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
465, forest, minecraft:wooded_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
466, forest, minecraft:wooded_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
467, forest, minecraft:wooded_hills, AMBIENT, minecraft:bat, 10, 8, 8
468, forest, minecraft:wooded_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
469, forest, minecraft:wooded_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
470, taiga, minecraft:taiga_hills, MONSTER, minecraft:spider, 80, 4, 4
471, taiga, minecraft:taiga_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
472, taiga, minecraft:taiga_hills, MONSTER, minecraft:skeleton, 80, 4, 4
473, taiga, minecraft:taiga_hills, MONSTER, minecraft:creeper, 80, 4, 4
474, taiga, minecraft:taiga_hills, MONSTER, minecraft:slime, 80, 4, 4
475, taiga, minecraft:taiga_hills, MONSTER, minecraft:enderman, 10, 1, 4
476, taiga, minecraft:taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
477, taiga, minecraft:taiga_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
478, taiga, minecraft:taiga_hills, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
479, taiga, minecraft:taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
480, taiga, minecraft:taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
481, taiga, minecraft:taiga_hills, MONSTER, minecraft:stray, 80, 4, 4
482, taiga, minecraft:taiga_hills, MONSTER, eidolon:wraith, 80, 1, 2
483, taiga, minecraft:taiga_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
484, taiga, minecraft:taiga_hills, MONSTER, iceandfire:troll, 5, 1, 3
485, taiga, minecraft:taiga_hills, MONSTER, druidcraft:beetle, 10, 1, 2
486, taiga, minecraft:taiga_hills, MONSTER, direbats:direbat, 80, 1, 4
487, taiga, minecraft:taiga_hills, MONSTER, quark:stoneling, 80, 1, 1
488, taiga, minecraft:taiga_hills, MONSTER, quark:toretoise, 80, 1, 1
489, taiga, minecraft:taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
490, taiga, minecraft:taiga_hills, CREATURE, frozenup:chilloo, 5, 2, 3
491, taiga, minecraft:taiga_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
492, taiga, minecraft:taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
493, taiga, minecraft:taiga_hills, CREATURE, minecraft:cow, 8, 4, 4
494, taiga, minecraft:taiga_hills, CREATURE, minecraft:wolf, 8, 4, 4
495, taiga, minecraft:taiga_hills, CREATURE, minecraft:rabbit, 5, 2, 3
496, taiga, minecraft:taiga_hills, CREATURE, minecraft:fox, 8, 2, 4
497, taiga, minecraft:taiga_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
498, taiga, minecraft:taiga_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
499, taiga, minecraft:taiga_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
500, taiga, minecraft:taiga_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
501, taiga, minecraft:taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
502, taiga, minecraft:taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
503, taiga, minecraft:taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
504, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:spider, 80, 4, 4
505, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:zombie, 80, 4, 4
506, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:zombie_villager, 5, 1, 1
507, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:skeleton, 80, 4, 4
508, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:creeper, 80, 4, 4
509, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:slime, 80, 4, 4
510, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:enderman, 10, 1, 4
511, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:witch, 5, 1, 1
512, extreme_hills, minecraft:mountain_edge, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
513, extreme_hills, minecraft:mountain_edge, MONSTER, alexsmobs:centipede_head, 8, 1, 1
514, extreme_hills, minecraft:mountain_edge, MONSTER, alexsmobs:centipede_head, 8, 1, 1
515, extreme_hills, minecraft:mountain_edge, MONSTER, minecraft:stray, 80, 4, 4
516, extreme_hills, minecraft:mountain_edge, MONSTER, eidolon:wraith, 80, 1, 2
517, extreme_hills, minecraft:mountain_edge, MONSTER, eidolon:zombie_brute, 20, 1, 2
518, extreme_hills, minecraft:mountain_edge, MONSTER, iceandfire:troll, 5, 1, 3
519, extreme_hills, minecraft:mountain_edge, MONSTER, quark:stoneling, 80, 1, 1
520, extreme_hills, minecraft:mountain_edge, MONSTER, quark:toretoise, 80, 1, 1
521, extreme_hills, minecraft:mountain_edge, MONSTER, savageandravage:iceologer, 8, 1, 1
522, extreme_hills, minecraft:mountain_edge, CREATURE, minecraft:sheep, 12, 4, 4
523, extreme_hills, minecraft:mountain_edge, CREATURE, snowpig:snow_pig, 5, 4, 4
524, extreme_hills, minecraft:mountain_edge, CREATURE, frozenup:chilloo, 5, 2, 3
525, extreme_hills, minecraft:mountain_edge, CREATURE, minecraft:chicken, 10, 4, 4
526, extreme_hills, minecraft:mountain_edge, CREATURE, minecraft:cow, 8, 4, 4
527, extreme_hills, minecraft:mountain_edge, CREATURE, minecraft:llama, 5, 4, 6
528, extreme_hills, minecraft:mountain_edge, CREATURE, alexsmobs:sunbird, 5, 1, 1
529, extreme_hills, minecraft:mountain_edge, CREATURE, alexsmobs:sunbird, 5, 1, 1
530, extreme_hills, minecraft:mountain_edge, CREATURE, minecraft:polar_bear, 5, 1, 2
531, extreme_hills, minecraft:mountain_edge, CREATURE, snowpig:snow_pig, 10, 4, 4
532, extreme_hills, minecraft:mountain_edge, CREATURE, iceandfire:hippogryph, 5, 1, 1
533, extreme_hills, minecraft:mountain_edge, CREATURE, druidcraft:lunar_moth, 5, 2, 5
534, extreme_hills, minecraft:mountain_edge, AMBIENT, minecraft:bat, 10, 8, 8
535, extreme_hills, minecraft:mountain_edge, AMBIENT, alexsmobs:cockroach, 5, 5, 5
536, extreme_hills, minecraft:mountain_edge, AMBIENT, alexsmobs:cockroach, 5, 5, 5
537, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
538, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
539, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
540, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
541, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
542, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
543, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
544, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
545, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 5, 1, 3
546, jungle, minecraft:jungle, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
547, jungle, minecraft:jungle, MONSTER, betterdefaultbiomes:jungle_creeper, 80, 1, 3
548, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
549, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
550, jungle, minecraft:jungle, MONSTER, minecraft:stray, 80, 4, 4
551, jungle, minecraft:jungle, MONSTER, eidolon:wraith, 80, 1, 2
552, jungle, minecraft:jungle, MONSTER, eidolon:zombie_brute, 20, 1, 2
553, jungle, minecraft:jungle, MONSTER, druidcraft:beetle, 10, 1, 2
554, jungle, minecraft:jungle, MONSTER, quark:stoneling, 80, 1, 1
555, jungle, minecraft:jungle, MONSTER, quark:toretoise, 80, 1, 1
556, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
557, jungle, minecraft:jungle, CREATURE, snowpig:snow_pig, 5, 4, 4
558, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
559, jungle, minecraft:jungle, CREATURE, minecraft:cow, 8, 4, 4
560, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
561, jungle, minecraft:jungle, CREATURE, frozenup:chilloo, 5, 2, 3
562, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
563, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
564, jungle, minecraft:jungle, CREATURE, minecraft:polar_bear, 5, 1, 2
565, jungle, minecraft:jungle, CREATURE, snowpig:snow_pig, 10, 4, 4
566, jungle, minecraft:jungle, CREATURE, iceandfire:amphithere, 50, 1, 3
567, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
568, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 5, 5, 5
569, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 5, 5, 5
570, jungle, minecraft:jungle_hills, MONSTER, minecraft:spider, 80, 4, 4
571, jungle, minecraft:jungle_hills, MONSTER, minecraft:zombie, 80, 4, 4
572, jungle, minecraft:jungle_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
573, jungle, minecraft:jungle_hills, MONSTER, minecraft:skeleton, 80, 4, 4
574, jungle, minecraft:jungle_hills, MONSTER, minecraft:creeper, 80, 4, 4
575, jungle, minecraft:jungle_hills, MONSTER, minecraft:slime, 80, 4, 4
576, jungle, minecraft:jungle_hills, MONSTER, minecraft:enderman, 10, 1, 4
577, jungle, minecraft:jungle_hills, MONSTER, minecraft:witch, 5, 1, 1
578, jungle, minecraft:jungle_hills, MONSTER, minecraft:ocelot, 5, 1, 1
579, jungle, minecraft:jungle_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
580, jungle, minecraft:jungle_hills, MONSTER, betterdefaultbiomes:jungle_creeper, 80, 1, 3
581, jungle, minecraft:jungle_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
582, jungle, minecraft:jungle_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
583, jungle, minecraft:jungle_hills, MONSTER, minecraft:stray, 80, 4, 4
584, jungle, minecraft:jungle_hills, MONSTER, eidolon:wraith, 80, 1, 2
585, jungle, minecraft:jungle_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
586, jungle, minecraft:jungle_hills, MONSTER, druidcraft:beetle, 10, 1, 2
587, jungle, minecraft:jungle_hills, MONSTER, quark:stoneling, 80, 1, 1
588, jungle, minecraft:jungle_hills, MONSTER, quark:toretoise, 80, 1, 1
589, jungle, minecraft:jungle_hills, CREATURE, minecraft:sheep, 12, 4, 4
590, jungle, minecraft:jungle_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
591, jungle, minecraft:jungle_hills, CREATURE, minecraft:chicken, 10, 4, 4
592, jungle, minecraft:jungle_hills, CREATURE, minecraft:cow, 8, 4, 4
593, jungle, minecraft:jungle_hills, CREATURE, minecraft:chicken, 10, 4, 4
594, jungle, minecraft:jungle_hills, CREATURE, minecraft:parrot, 10, 1, 1
595, jungle, minecraft:jungle_hills, CREATURE, minecraft:panda, 5, 1, 2
596, jungle, minecraft:jungle_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
597, jungle, minecraft:jungle_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
598, jungle, minecraft:jungle_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
599, jungle, minecraft:jungle_hills, CREATURE, iceandfire:amphithere, 50, 1, 3
600, jungle, minecraft:jungle_hills, AMBIENT, minecraft:bat, 10, 8, 8
601, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
602, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
603, jungle, minecraft:jungle_edge, MONSTER, minecraft:spider, 80, 4, 4
604, jungle, minecraft:jungle_edge, MONSTER, minecraft:zombie, 80, 4, 4
605, jungle, minecraft:jungle_edge, MONSTER, minecraft:zombie_villager, 5, 1, 1
606, jungle, minecraft:jungle_edge, MONSTER, minecraft:skeleton, 80, 4, 4
607, jungle, minecraft:jungle_edge, MONSTER, minecraft:creeper, 80, 4, 4
608, jungle, minecraft:jungle_edge, MONSTER, minecraft:slime, 80, 4, 4
609, jungle, minecraft:jungle_edge, MONSTER, minecraft:enderman, 10, 1, 4
610, jungle, minecraft:jungle_edge, MONSTER, minecraft:witch, 5, 1, 1
611, jungle, minecraft:jungle_edge, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
612, jungle, minecraft:jungle_edge, MONSTER, betterdefaultbiomes:jungle_creeper, 80, 1, 3
613, jungle, minecraft:jungle_edge, MONSTER, alexsmobs:centipede_head, 8, 1, 1
